"lat"; "lon"; "s"; "alt"
51.640926;6.445634;88;16.687
51.640938;6.445666;84;16.687
51.64097;6.44573;83;16.687
51.640998;6.445789;83;18.203999
51.641016;6.445905;82;21.237999
51.641011;6.446024;84;18.203999
51.641007;6.446106;81;18.203999
51.641019;6.446161;79;16.687
51.641025;6.446267;80;19.720999
51.641026;6.446361;81;19.720999
51.641064;6.446463;81;16.687
51.641093;6.446529;81;16.687
51.641119;6.446627;82;16.687
51.641137;6.446749;94;15.17
51.64114;6.446889;92;12.136
51.641151;6.446983;88;12.136
51.641173;6.447015;87;13.653
51.641189;6.44709;86;13.653
51.641195;6.447164;87;13.653
51.641202;6.44726;86;16.687
51.641194;6.447419;86;15.17
51.641215;6.44755;76;13.653
51.641239;6.447601;78;12.136
51.641288;6.447645;82;10.6189995
51.64131;6.447651;85;9.101999
51.641325;6.447659;89;7.585
51.641345;6.447682;90;7.585
51.641355;6.447696;92;7.585
51.641358;6.447692;85;7.585
51.641363;6.447705;90;7.585
51.641379;6.447691;92;6.068
51.641389;6.447692;93;6.068
51.641395;6.447693;94;6.068
51.641398;6.447691;94;6.068
51.641396;6.447693;94;7.585
51.641397;6.447692;94;7.585
51.641399;6.447689;94;7.585
51.641399;6.447689;94;9.101999
51.641399;6.44769;94;10.6189995
51.641399;6.44769;81;10.6189995
51.641399;6.44769;88;9.101999
51.641398;6.44769;92;7.585
51.641399;6.447687;94;9.101999
51.641419;6.447714;94;10.6189995
51.641441;6.447798;95;9.101999
51.641454;6.447882;96;9.101999
51.641461;6.447947;95;9.101999
51.641474;6.44799;95;9.101999
51.641486;6.448077;95;9.101999
51.641498;6.448147;93;7.585
51.641514;6.448232;92;9.101999
51.641521;6.44834;93;7.585
51.641531;6.448402;93;9.101999
51.641544;6.448469;90;10.6189995
51.641567;6.44853;91;10.6189995
51.641586;6.448574;90;12.136
51.641596;6.448621;91;15.17
51.64161;6.448683;89;13.653
51.641635;6.448739;88;15.17
51.641651;6.448778;87;13.653
51.641661;6.44885;88;13.653
51.641667;6.448922;89;15.17
51.641677;6.44905;88;15.17
51.641684;6.449158;87;13.653
51.641687;6.449224;86;13.653
51.641681;6.449325;86;13.653
51.64168;6.449444;88;13.653
51.641686;6.449535;86;12.136
51.641697;6.449596;86;12.136
51.641721;6.449653;87;12.136
51.641738;6.449684;88;10.6189995
51.641776;6.449737;90;10.6189995
51.641785;6.449808;87;9.101999
51.641784;6.449867;87;9.101999
51.6418;6.449908;87;10.6189995
51.641843;6.449927;87;12.136
51.641873;6.449975;86;12.136
51.641889;6.450051;84;13.653
51.641905;6.450126;79;13.653
51.641932;6.450219;78;15.17
51.641949;6.450258;78;13.653
51.641965;6.450291;81;13.653
51.641963;6.450324;82;12.136
51.641974;6.450365;84;12.136
51.641975;6.450406;86;10.6189995
51.641977;6.450434;87;10.6189995
51.641983;6.450458;87;9.101999
51.641993;6.450489;89;7.585
51.641998;6.450518;93;7.585
51.642;6.450527;94;6.068
51.642001;6.450529;94;6.068
51.642;6.45053;94;7.585
51.641999;6.450533;95;7.585
51.642006;6.450563;94;7.585
51.642025;6.450612;94;7.585
51.642052;6.450673;94;9.101999
51.642069;6.450734;93;10.6189995
51.642072;6.450787;91;12.136
51.642054;6.450901;89;13.653
51.642031;6.45101;87;13.653
51.642024;6.451084;88;12.136
51.642001;6.45121;89;10.6189995
51.642007;6.451288;89;12.136
51.642032;6.451381;86;13.653
51.642071;6.451448;83;13.653
51.642098;6.451517;83;13.653
51.642124;6.451578;85;13.653
51.642145;6.451643;87;15.17
51.642191;6.451718;87;13.653
51.642223;6.451821;89;18.203999
51.642237;6.451896;87;15.17
51.642244;6.452026;86;12.136
51.642238;6.452108;87;13.653
51.642239;6.452228;91;12.136
51.642246;6.452352;91;10.6189995
51.642271;6.45246;92;9.101999
51.642295;6.452541;94;10.6189995
51.642351;6.452646;96;9.101999
51.642373;6.452706;96;9.101999
51.642391;6.452804;93;7.585
51.642415;6.452861;94;7.585
51.642466;6.452943;93;9.101999
51.642512;6.452979;90;9.101999
51.642553;6.453033;82;7.585
51.642581;6.453064;85;7.585
51.642609;6.453104;88;9.101999
51.642642;6.453126;88;9.101999
51.642665;6.453144;86;9.101999
51.642678;6.453143;87;9.101999
51.642697;6.453102;89;7.585
51.642709;6.453046;80;9.101999
51.642737;6.453028;85;9.101999
51.642753;6.452999;86;9.101999
51.642783;6.452976;88;10.6189995
51.642805;6.452963;89;10.6189995
51.64283;6.452961;90;12.136
51.642878;6.452923;93;10.6189995
51.642898;6.452894;95;10.6189995
51.642938;6.452884;96;9.101999
51.642982;6.452878;96;7.585
51.643016;6.452886;95;7.585
51.643067;6.45291;95;7.585
51.643113;6.452934;94;6.068
51.643151;6.452987;93;6.068
51.643163;6.453046;82;7.585
51.643171;6.453103;89;7.585
51.64317;6.45317;92;9.101999
51.643177;6.453203;91;9.101999
51.643205;6.453233;93;7.585
51.643219;6.453267;93;9.101999
51.643229;6.453293;90;10.6189995
51.643221;6.453308;87;10.6189995
51.643186;6.453333;86;10.6189995
51.64315;6.453347;83;10.6189995
51.643125;6.45334;83;12.136
51.6431;6.453326;84;15.17
51.643064;6.453314;83;10.6189995
51.643023;6.453311;82;10.6189995
51.642976;6.453299;80;10.6189995
51.642921;6.453291;79;10.6189995
51.642874;6.45329;77;10.6189995
51.642826;6.453261;77;10.6189995
51.642805;6.453215;77;9.101999
51.642808;6.453174;77;9.101999
51.642805;6.453161;78;9.101999
51.642811;6.453171;84;9.101999
51.642821;6.453219;84;7.585
51.642827;6.453266;84;6.068
51.642871;6.453308;84;6.068
51.642906;6.453354;83;6.068
51.642885;6.45343;81;6.068
51.642843;6.453535;82;4.5509996
51.642842;6.453647;84;4.5509996
51.642848;6.453693;86;6.068
51.64285;6.453742;86;6.068
51.642835;6.453777;86;6.068
51.642812;6.453832;85;6.068
51.642818;6.453861;86;6.068
51.642843;6.453892;88;6.068
51.642862;6.453911;89;6.068
51.642895;6.453905;88;7.585
51.642941;6.453895;88;7.585
51.642954;6.453858;89;9.101999
51.64293;6.453817;77;9.101999
51.642897;6.453797;81;7.585
51.642856;6.453807;86;7.585
51.642845;6.453834;85;9.101999
51.642828;6.453871;86;7.585
51.64285;6.45389;85;10.6189995
51.642892;6.453866;87;9.101999
51.642918;6.453832;85;9.101999
51.642907;6.453772;84;9.101999
51.642869;6.453756;89;9.101999
51.642845;6.453772;88;9.101999
51.642845;6.453822;89;10.6189995
51.642875;6.453873;93;9.101999
51.642917;6.45388;90;9.101999
51.642952;6.453854;90;9.101999
51.642972;6.453798;87;9.101999
51.642962;6.453733;87;9.101999
51.642931;6.4537;86;9.101999
51.642919;6.453708;87;7.585
51.64292;6.453714;79;7.585
51.642921;6.45371;83;7.585
51.642916;6.453749;85;7.585
51.642932;6.453804;85;7.585
51.642953;6.453839;84;7.585
51.642972;6.453832;84;7.585
51.642974;6.453799;83;7.585
51.642945;6.45376;85;6.068
51.642908;6.45377;84;6.068
51.642889;6.453836;87;7.585
51.642898;6.453883;84;7.585
51.642928;6.453894;83;9.101999
51.642962;6.45385;83;9.101999
51.642959;6.453792;82;9.101999
51.642933;6.453771;80;7.585
51.642891;6.453816;81;7.585
51.642889;6.453853;80;7.585
51.642903;6.453865;79;7.585
51.642932;6.453872;79;9.101999
51.642939;6.453853;78;9.101999
51.642915;6.453819;79;9.101999
51.642886;6.4538;80;7.585
51.642881;6.453767;79;7.585
51.642885;6.453734;79;7.585
51.642887;6.453701;74;7.585
51.64289;6.45368;77;6.068
51.642889;6.453672;81;6.068
51.642882;6.453657;83;6.068
51.642881;6.453653;84;6.068
51.64288;6.453653;84;6.068
51.64288;6.453653;84;7.585
51.64288;6.453653;84;6.068
51.64288;6.453654;84;6.068
51.64288;6.453654;84;7.585
51.64288;6.453654;85;7.585
51.64288;6.453654;85;7.585
51.642883;6.453659;86;7.585
51.642891;6.453705;86;6.068
51.642901;6.453741;83;7.585
51.642896;6.453763;83;7.585
51.642889;6.453785;81;7.585
51.642897;6.453795;82;7.585
51.642901;6.453794;82;7.585
51.642905;6.453785;83;6.068
51.642907;6.453776;82;7.585
51.642909;6.45377;82;7.585
51.642909;6.453769;82;7.585
51.642909;6.453769;82;7.585
51.642909;6.453769;82;7.585
51.642909;6.453769;82;7.585
51.642909;6.453769;82;7.585
51.642909;6.453769;82;9.101999
51.642908;6.453769;82;9.101999
51.642908;6.453769;82;9.101999
51.642908;6.453769;82;7.585
51.642908;6.453769;82;7.585
51.642908;6.453768;82;7.585
51.642908;6.453768;82;6.068
51.642908;6.453767;82;6.068
51.642909;6.453766;82;6.068
51.642909;6.453766;82;7.585
51.642909;6.453765;82;6.068
51.642909;6.453765;82;7.585
51.642909;6.453765;82;9.101999
51.642909;6.453766;82;9.101999
51.642909;6.453766;82;9.101999
51.642909;6.453767;82;7.585
51.64291;6.453767;82;7.585
51.64291;6.453766;82;6.068
51.64291;6.453765;82;6.068
51.642913;6.453762;82;6.068
51.642938;6.453751;83;7.585
51.642964;6.453737;83;6.068
51.642969;6.453742;85;6.068
51.642984;6.453777;83;6.068
51.642989;6.453793;82;6.068
51.64299;6.453795;82;6.068
51.64299;6.453796;82;7.585
51.642989;6.453797;82;6.068
51.642989;6.453797;82;6.068
51.642988;6.453798;82;6.068
51.642988;6.453799;82;7.585
51.642988;6.453799;82;7.585
51.642984;6.453802;82;7.585
51.642988;6.453798;82;6.068
51.642994;6.45379;82;7.585
51.643003;6.453777;81;9.101999
51.643005;6.453769;81;7.585
51.642998;6.453767;82;7.585
51.642994;6.453772;82;7.585
51.642985;6.453776;82;7.585
51.642982;6.453773;82;9.101999
51.642981;6.45377;83;9.101999
51.642981;6.453769;83;7.585
51.642981;6.453769;83;9.101999
51.642971;6.453763;78;9.101999
51.642956;6.453745;78;9.101999
51.642979;6.453754;80;7.585
51.643024;6.453788;81;7.585
51.64305;6.453858;80;9.101999
51.643053;6.453936;80;10.6189995
51.643034;6.454045;81;10.6189995
51.643017;6.454152;80;7.585
51.642995;6.454235;80;9.101999
51.642999;6.454325;79;10.6189995
51.643004;6.454376;82;12.136
51.643019;6.454474;81;12.136
51.643035;6.454561;80;10.6189995
51.643071;6.454659;78;10.6189995
51.64309;6.454708;76;10.6189995
51.643107;6.45477;72;10.6189995
51.643149;6.454808;74;10.6189995
51.643184;6.454855;75;10.6189995
51.643244;6.454944;76;10.6189995
51.64331;6.455013;80;10.6189995
51.643339;6.455062;80;9.101999
51.643358;6.455145;79;9.101999
51.643362;6.455197;79;9.101999
51.643369;6.45529;78;7.585
51.643407;6.455342;78;7.585
51.643452;6.455417;79;9.101999
51.643486;6.455487;80;7.585
51.643562;6.455635;85;7.585
51.643616;6.455718;86;6.068
51.643669;6.455785;88;6.068
51.643716;6.455869;88;6.068
51.643762;6.455948;91;6.068
51.64379;6.456021;90;6.068
51.643802;6.456069;91;6.068
51.643825;6.456131;91;6.068
51.643836;6.456163;91;6.068
51.643861;6.45623;90;6.068
51.643872;6.456277;90;6.068
51.643894;6.45635;91;6.068
51.643899;6.45639;89;6.068
51.6439;6.456412;90;6.068
51.643905;6.456408;90;6.068
51.643921;6.456394;89;7.585
51.643969;6.456367;89;6.068
51.644041;6.456347;90;6.068
51.644109;6.456273;91;6.068
51.644151;6.456213;91;6.068
51.644204;6.456131;90;7.585
51.644236;6.456092;88;7.585
51.644278;6.456041;85;7.585
51.644327;6.455951;86;6.068
51.644373;6.455876;86;7.585
51.644406;6.45582;84;7.585
51.64445;6.455739;82;6.068
51.644491;6.455658;78;6.068
51.644531;6.455583;78;6.068
51.644566;6.455527;76;7.585
51.644628;6.455492;77;7.585
51.644688;6.455413;77;6.068
51.644742;6.455349;75;7.585
51.644796;6.4553;75;6.068
51.644833;6.455246;77;6.068
51.644883;6.455175;77;6.068
51.644912;6.45513;79;6.068
51.644921;6.455104;79;7.585
51.644936;6.455049;80;7.585
51.644971;6.455015;80;7.585
51.644989;6.454981;82;6.068
51.644998;6.454953;83;6.068
51.645024;6.454914;83;6.068
51.645058;6.454896;83;6.068
51.645083;6.454865;82;6.068
51.645094;6.454842;81;6.068
51.645116;6.454812;82;7.585
51.645132;6.45477;80;6.068
51.645143;6.454743;78;4.5509996
51.645162;6.454725;78;4.5509996
51.645155;6.454725;77;4.5509996
51.645156;6.45473;78;4.5509996
51.645155;6.454729;78;4.5509996
51.645156;6.454728;78;4.5509996
51.645157;6.454727;78;4.5509996
51.645157;6.454727;78;4.5509996
51.645157;6.454727;78;6.068
51.645157;6.454727;77;6.068
51.645157;6.454727;77;6.068
51.645157;6.454727;78;7.585
51.645156;6.454728;78;7.585
51.645156;6.454729;78;7.585
51.645156;6.454728;78;6.068
51.645156;6.454728;78;6.068
51.645156;6.454728;78;7.585
51.645156;6.454728;78;7.585
51.645156;6.454728;75;6.068
51.645156;6.454728;77;6.068
51.645156;6.454728;78;4.5509996
51.645156;6.454728;78;4.5509996
51.645156;6.454727;78;6.068
51.645156;6.454727;78;6.068
51.645156;6.454727;78;6.068
51.645156;6.454727;78;7.585
51.645156;6.454727;78;9.101999
51.645156;6.454727;78;7.585
51.64515;6.454712;77;7.585
51.645137;6.454694;76;7.585
51.645133;6.454686;76;7.585
51.645147;6.454683;77;7.585
51.64514;6.454658;81;6.068
51.645134;6.454644;81;6.068
51.645133;6.454643;79;4.5509996
51.645133;6.454643;80;4.5509996
51.645133;6.454643;81;4.5509996
51.645133;6.454643;81;6.068
51.645133;6.454643;81;6.068
51.645134;6.454643;81;6.068
51.645134;6.454644;81;6.068
51.645134;6.454645;81;6.068
51.645134;6.454644;81;4.5509996
51.645134;6.454644;81;4.5509996
51.645134;6.454644;81;4.5509996
51.645133;6.454644;81;4.5509996
51.645133;6.454644;81;4.5509996
51.645133;6.454644;81;4.5509996
51.645133;6.454644;81;4.5509996
51.645133;6.454644;81;4.5509996
51.645127;6.454654;83;4.5509996
51.645127;6.454641;82;4.5509996
51.645126;6.454645;82;4.5509996
51.645139;6.45464;83;4.5509996
51.645149;6.454635;84;4.5509996
51.645171;6.454609;83;4.5509996
51.645219;6.454552;80;4.5509996
51.645235;6.454506;80;4.5509996
51.645255;6.454483;80;4.5509996
51.645281;6.454417;80;4.5509996
51.645313;6.454373;81;4.5509996
51.64536;6.454313;81;4.5509996
51.645405;6.454251;81;4.5509996
51.645438;6.454204;81;4.5509996
51.645496;6.454145;81;6.068
51.645555;6.454082;82;6.068
51.645607;6.454011;81;7.585
51.64567;6.453931;82;7.585
51.645702;6.453865;80;9.101999
51.645774;6.453761;77;9.101999
51.645844;6.453644;76;9.101999
51.645892;6.453547;78;7.585
51.645938;6.453455;80;9.101999
51.645991;6.453365;78;7.585
51.646029;6.453307;76;7.585
51.646081;6.453211;80;7.585
51.646118;6.453153;81;7.585
51.646174;6.453088;80;6.068
51.646216;6.45306;79;6.068
51.646274;6.452999;78;6.068
51.64631;6.452944;78;6.068
51.646369;6.452866;76;7.585
51.646421;6.452824;77;9.101999
51.646464;6.452745;78;10.6189995
51.646491;6.452682;79;9.101999
51.646543;6.452579;78;9.101999
51.646579;6.452512;78;9.101999
51.64662;6.452395;78;7.585
51.646644;6.45232;79;7.585
51.646665;6.452228;77;7.585
51.646665;6.452194;79;6.068
51.646666;6.452186;80;6.068
51.646687;6.452192;81;6.068
51.646705;6.452214;83;7.585
51.646698;6.452215;84;7.585
51.646682;6.452213;86;6.068
51.646675;6.452196;84;6.068
51.646679;6.452192;86;6.068
51.646677;6.452186;87;6.068
51.646678;6.452185;87;6.068
51.646678;6.452184;87;6.068
51.646678;6.452184;87;6.068
51.646678;6.452184;87;4.5509996
51.646678;6.452184;87;6.068
51.646678;6.452184;87;4.5509996
51.646678;6.452184;87;6.068
51.646678;6.452184;87;4.5509996
51.646678;6.452184;87;4.5509996
51.646678;6.452184;87;4.5509996
51.646678;6.452184;87;4.5509996
51.646678;6.452185;87;6.068
51.646679;6.452185;87;4.5509996
51.646679;6.452185;87;6.068
51.646679;6.452185;87;6.068
51.646679;6.452185;87;7.585
51.646679;6.452184;87;7.585
51.646682;6.452182;87;7.585
51.646694;6.452159;88;7.585
51.646687;6.452136;88;6.068
51.646658;6.452135;89;7.585
51.646661;6.452123;88;6.068
51.646661;6.452111;86;6.068
51.646663;6.452091;86;6.068
51.646657;6.452014;85;6.068
51.646624;6.451911;86;6.068
51.646595;6.451852;87;4.5509996
51.646551;6.45176;86;4.5509996
51.646492;6.45167;86;4.5509996
51.646454;6.451603;87;4.5509996
51.646417;6.45151;87;4.5509996
51.64638;6.451429;88;4.5509996
51.646347;6.451345;87;6.068
51.646352;6.451309;85;7.585
51.646387;6.451208;87;6.068
51.646437;6.451102;89;7.585
51.646486;6.451008;91;7.585
51.64652;6.450933;84;7.585
51.646554;6.450843;90;6.068
51.646593;6.450729;83;6.068
51.646633;6.450636;85;7.585
51.646662;6.45053;79;7.585
51.646674;6.450443;83;6.068
51.646654;6.450395;83;6.068
51.646616;6.450374;84;6.068
51.646566;6.450336;87;4.5509996
51.646524;6.450292;89;6.068
51.646487;6.450237;91;6.068
51.646452;6.450174;91;6.068
51.646411;6.450121;92;4.5509996
51.646383;6.450061;92;4.5509996
51.646353;6.450026;91;4.5509996
51.646319;6.449981;92;4.5509996
51.646275;6.44993;92;4.5509996
51.646231;6.44988;93;4.5509996
51.646191;6.449842;97;4.5509996
51.646177;6.449826;97;6.068
51.646172;6.449836;96;6.068
51.646167;6.449842;96;6.068
51.646149;6.44984;96;6.068
51.646138;6.449834;95;6.068
51.646138;6.44982;95;6.068
51.646119;6.449785;93;6.068
51.646107;6.449767;94;7.585
51.646081;6.449732;93;6.068
51.646059;6.449704;94;7.585
51.646034;6.449664;97;6.068
51.646017;6.449625;96;6.068
51.645996;6.449593;96;6.068
51.645972;6.449563;96;6.068
51.645949;6.449546;95;6.068
51.645925;6.449524;95;7.585
51.645893;6.449497;94;7.585
51.645861;6.449458;95;6.068
51.64583;6.449428;94;6.068
51.645819;6.449416;93;4.5509996
51.645815;6.449431;94;4.5509996
51.645815;6.449438;95;4.5509996
51.645822;6.449444;94;4.5509996
51.645822;6.449446;94;4.5509996
51.645822;6.449445;94;4.5509996
51.645814;6.449436;93;4.5509996
51.645804;6.449434;93;4.5509996
51.645796;6.449437;94;4.5509996
51.645794;6.449441;93;4.5509996
51.645791;6.449443;93;4.5509996
51.64579;6.449443;93;4.5509996
51.645791;6.449444;93;4.5509996
51.645791;6.449444;93;4.5509996
51.645791;6.449444;93;4.5509996
51.645792;6.449444;92;4.5509996
51.645792;6.449444;92;4.5509996
51.645792;6.449444;92;4.5509996
51.645792;6.449442;93;4.5509996
51.645794;6.449443;92;4.5509996
51.645821;6.449473;92;4.5509996
51.645823;6.449476;92;4.5509996
51.645822;6.44948;91;4.5509996
51.645818;6.449475;91;4.5509996
51.6458;6.449472;91;4.5509996
51.64578;6.449478;91;4.5509996
51.645782;6.449477;92;4.5509996
51.645782;6.449483;93;4.5509996
51.645781;6.449486;93;6.068
51.645781;6.449485;92;4.5509996
51.645782;6.449485;93;4.5509996
51.645782;6.449486;93;4.5509996
51.645782;6.449485;93;4.5509996
51.645782;6.449485;93;6.068
51.645782;6.449485;93;4.5509996
51.645782;6.449485;93;4.5509996
51.645782;6.449485;93;4.5509996
51.645787;6.449473;91;6.068
51.645787;6.449436;89;4.5509996
51.64576;6.449398;89;4.5509996
51.645746;6.449367;88;4.5509996
51.645753;6.449368;87;4.5509996
51.645752;6.449368;86;6.068
51.645748;6.449372;86;6.068
51.645745;6.449374;86;6.068
51.645744;6.449375;86;6.068
51.645744;6.449375;86;6.068
51.645744;6.449375;86;6.068
51.645744;6.449374;86;7.585
51.645743;6.449374;86;6.068
51.645743;6.449374;86;7.585
51.645743;6.449373;86;6.068
51.645725;6.449332;88;6.068
51.645699;6.449295;85;6.068
51.645695;6.449286;85;6.068
51.645679;6.449229;85;7.585
51.645674;6.449167;88;7.585
51.645663;6.449091;79;6.068
51.645645;6.449033;83;6.068
51.645625;6.44898;86;6.068
51.645604;6.448926;85;7.585
51.64559;6.448861;86;6.068
51.645602;6.448801;87;6.068
51.645619;6.448753;87;6.068
51.645623;6.448701;87;6.068
51.645617;6.448664;90;6.068
51.645607;6.448625;91;6.068
51.645584;6.448587;91;4.5509996
51.645569;6.448552;91;6.068
51.645558;6.448515;90;4.5509996
51.645535;6.448478;91;4.5509996
51.645516;6.448442;93;4.5509996
51.645506;6.448405;93;4.5509996
51.645506;6.448403;94;4.5509996
51.645505;6.448399;92;4.5509996
51.645512;6.448386;92;4.5509996
51.645524;6.44838;92;4.5509996
51.645525;6.448379;92;6.068
51.645525;6.448379;92;6.068
51.645525;6.448379;92;6.068
51.645525;6.448379;92;6.068
51.645525;6.448379;92;4.5509996
51.645525;6.448379;92;4.5509996
51.645525;6.448379;92;4.5509996
51.645525;6.448379;92;6.068
51.645525;6.448379;92;6.068
51.645525;6.448379;92;4.5509996
51.645525;6.448379;92;4.5509996
51.645525;6.448379;92;4.5509996
51.645525;6.448379;92;4.5509996
51.645525;6.448379;92;4.5509996
51.645525;6.448379;92;6.068
51.645525;6.448378;92;6.068
51.645526;6.448378;92;7.585
51.645526;6.448378;92;7.585
51.645526;6.448378;92;6.068
51.645525;6.448378;92;6.068
51.645525;6.448378;92;6.068
51.645525;6.448378;92;4.5509996
51.645525;6.448378;92;4.5509996
51.645525;6.448378;92;4.5509996
51.645525;6.448378;92;4.5509996
51.645525;6.448378;92;4.5509996
51.645525;6.448378;92;4.5509996
51.645525;6.448378;92;4.5509996
51.645525;6.448378;92;4.5509996
51.645525;6.448378;92;4.5509996
51.645525;6.448379;92;4.5509996
51.645525;6.448378;92;4.5509996
51.645525;6.448378;92;4.5509996
51.645524;6.448378;91;4.5509996
51.645524;6.448378;91;4.5509996
51.645524;6.448378;91;6.068
51.645524;6.448378;91;9.101999
51.645524;6.448378;91;9.101999
51.645525;6.448378;92;9.101999
51.645525;6.448378;92;10.6189995
51.645525;6.448378;92;7.585
51.645525;6.448378;92;6.068
51.645525;6.448378;92;6.068
51.645525;6.448378;92;6.068
51.645525;6.448378;92;6.068
51.645525;6.448378;92;6.068
51.645525;6.448378;92;6.068
51.645525;6.448378;92;6.068
51.645525;6.448378;85;7.585
51.645525;6.448378;88;7.585
51.645525;6.448378;82;6.068
51.645525;6.448378;85;6.068
51.645524;6.448376;88;7.585
51.645526;6.448361;92;7.585
51.645524;6.448347;95;7.585
51.645525;6.448355;96;6.068
51.645533;6.448367;98;6.068
51.645534;6.448413;100;4.5509996
51.645529;6.448388;100;4.5509996
51.645533;6.448375;102;4.5509996
51.645538;6.448392;101;4.5509996
51.645537;6.448399;101;6.068
51.645532;6.448396;100;4.5509996
51.645529;6.448393;99;4.5509996
51.645526;6.448393;99;4.5509996
51.645525;6.448394;99;4.5509996
51.645525;6.448394;99;4.5509996
51.645525;6.448394;99;4.5509996
51.64552;6.448399;97;4.5509996
51.645522;6.448378;97;4.5509996
51.645528;6.448381;97;4.5509996
51.645529;6.448393;99;4.5509996
51.645526;6.448387;99;4.5509996
51.645525;6.448384;99;4.5509996
51.645525;6.448383;99;6.068
51.645525;6.448383;99;4.5509996
51.645525;6.448383;99;4.5509996
51.645525;6.448383;99;4.5509996
51.645525;6.448384;99;4.5509996
51.645524;6.448372;100;4.5509996
51.645518;6.448353;98;4.5509996
51.645521;6.448346;97;4.5509996
51.645519;6.448349;98;4.5509996
51.645519;6.44835;98;4.5509996
51.64552;6.44835;98;4.5509996
51.645521;6.448349;98;4.5509996
51.645521;6.448349;98;4.5509996
51.645521;6.448349;98;4.5509996
51.645521;6.448349;98;6.068
51.645521;6.448349;98;6.068
51.645521;6.448349;98;6.068
51.645521;6.448349;98;6.068
51.645521;6.448349;86;6.068
51.645521;6.448349;92;7.585
51.645521;6.44835;95;7.585
51.645521;6.44835;96;7.585
51.645521;6.448349;97;7.585
51.645521;6.448349;97;7.585
51.645521;6.448349;97;9.101999
51.645521;6.44835;87;9.101999
51.645521;6.44835;91;9.101999
51.645521;6.44835;87;9.101999
51.645521;6.448351;92;9.101999
51.645521;6.448351;94;9.101999
51.645521;6.448354;96;7.585
51.645536;6.448373;98;6.068
51.64555;6.448406;99;6.068
51.645564;6.448455;99;4.5509996
51.645573;6.4485;98;4.5509996
51.645571;6.448522;98;4.5509996
51.645569;6.448529;98;4.5509996
51.64558;6.448575;101;4.5509996
51.645603;6.448612;103;6.068
51.645623;6.44865;103;6.068
51.645632;6.448693;102;4.5509996
51.645642;6.448746;102;4.5509996
51.645656;6.448791;99;6.068
51.645669;6.448839;101;6.068
51.645675;6.448887;100;6.068
51.645679;6.448942;105;6.068
51.645686;6.448999;105;7.585
51.645694;6.449059;103;7.585
51.645711;6.449108;103;6.068
51.645719;6.449157;102;6.068
51.645723;6.449209;101;6.068
51.645743;6.449245;103;6.068
51.645756;6.449287;102;6.068
51.64576;6.449319;99;6.068
51.645765;6.449359;97;6.068
51.64579;6.449396;97;6.068
51.645813;6.449427;99;6.068
51.645847;6.449464;99;6.068
51.645863;6.449504;99;6.068
51.645889;6.449533;100;6.068
51.645924;6.44957;101;6.068
51.645962;6.449603;101;6.068
51.645996;6.449646;103;6.068
51.646027;6.449689;105;6.068
51.646056;6.449722;102;6.068
51.646076;6.449751;101;4.5509996
51.646098;6.449761;101;4.5509996
51.646114;6.44976;101;6.068
51.646113;6.449763;102;4.5509996
51.646114;6.449767;102;4.5509996
51.646108;6.44977;101;4.5509996
51.646115;6.449772;101;4.5509996
51.646132;6.449782;100;4.5509996
51.64615;6.449806;99;6.068
51.646156;6.449809;98;6.068
51.646184;6.449827;99;6.068
51.646212;6.449867;99;6.068
51.646249;6.449926;99;6.068
51.646296;6.449993;101;4.5509996
51.646339;6.450056;99;4.5509996
51.64638;6.450105;99;4.5509996
51.646415;6.450141;100;6.068
51.646449;6.450179;99;6.068
51.646492;6.450229;99;6.068
51.646531;6.450284;98;6.068
51.646569;6.450335;95;6.068
51.646595;6.450354;93;6.068
51.646593;6.450345;93;4.5509996
51.646598;6.450339;94;4.5509996
51.64661;6.450348;95;6.068
51.646648;6.450366;96;4.5509996
51.646682;6.45036;96;6.068
51.646724;6.450307;92;6.068
51.646777;6.450203;92;6.068
51.64682;6.450106;92;4.5509996
51.646909;6.44992;92;6.068
51.646999;6.449727;90;4.5509996
51.647103;6.449469;90;4.5509996
51.647196;6.449214;88;4.5509996
51.64723;6.449122;88;4.5509996
51.647278;6.449073;86;4.5509996
51.647296;6.44903;84;4.5509996
51.647303;6.448985;81;4.5509996
51.647324;6.44895;82;6.068
51.64735;6.448929;82;4.5509996
51.647384;6.448928;82;4.5509996
51.647389;6.448924;84;4.5509996
51.647392;6.448927;84;4.5509996
51.647405;6.448913;85;4.5509996
51.647435;6.448864;84;4.5509996
51.647477;6.448796;84;4.5509996
51.647508;6.448757;82;4.5509996
51.647532;6.448703;80;4.5509996
51.647509;6.448695;81;4.5509996
51.647515;6.448701;79;4.5509996
51.647598;6.44865;78;4.5509996
51.647696;6.448583;81;4.5509996
51.64776;6.448549;84;4.5509996
51.647792;6.448538;84;6.068
51.647789;6.448542;84;6.068
51.647801;6.448541;86;6.068
51.647807;6.448542;87;4.5509996
51.647812;6.448543;87;4.5509996
51.6479;6.448447;0;20.614
51.64786;6.448478;86;4.5509996
51.647929;6.448423;86;4.5509996
51.647985;6.448382;84;4.5509996
51.648055;6.448313;84;4.5509996
51.648116;6.448255;83;4.5509996
51.648185;6.448167;84;4.5509996
51.64826;6.448089;85;4.5509996
51.64835;6.448004;85;4.5509996
51.648451;6.447915;85;4.5509996
51.648521;6.447854;85;4.5509996
51.648592;6.447792;84;4.5509996
51.648673;6.447759;80;4.5509996
51.648744;6.447739;81;6.068
51.648798;6.447724;83;9.101999
